"LocalFile","LocalPath","BestTokenID","BestTokenIDPadded","BestDistance","BestPixelMAE","SecondBestTokenID","SecondBestDistance","SecondBestPixelMAE","PixelMAEGap","ThirdBestTokenID","ThirdBestPixelMAE","Confidence","SuggestedFilename","ReferenceImagePath","MetadataName","OpenSeaURL","Notes"
"RE-001821.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001821.jpg","170","00170","1","0.7699","589","8","11.3128","10.5429","384","13.5977","HIGH","Light-Cult-Crypto-Club-00170.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00170.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/170","Strong RGB visual match. Still review before renaming."
"RE-001822.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001822.jpg","794","00794","3","5.1621","154","5","15.1963","10.0342","816","16.1517","HIGH","Light-Cult-Crypto-Club-00794.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00794.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/794","Strong RGB visual match. Still review before renaming."
"RE-001823.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001823.jpg","384","00384","2","10.2572","60","5","12.3542","2.097","808","12.3838","REVIEW","Light-Cult-Crypto-Club-00384.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00384.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/384","Possible match. Review visually in review-gallery.html."
"RE-001824.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001824.jpg","693","00693","7","10.2357","856","8","12.2139","1.9782","552","12.3333","REVIEW","Light-Cult-Crypto-Club-00693.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00693.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/693","Possible match. Review visually in review-gallery.html."
"RE-001825.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001825.jpg","427","00427","6","20.6143","70","7","24.0814","3.4671","739","25.0576","REVIEW","Light-Cult-Crypto-Club-00427.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00427.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/427","Possible match. Review visually in review-gallery.html."
"RE-001826.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001826.jpg","650","00650","8","12.1348","871","10","15.6865","3.5517","988","18.3506","REVIEW","Light-Cult-Crypto-Club-00650.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00650.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/650","Possible match. Review visually in review-gallery.html."
"RE-001827.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001827.jpg","230","00230","5","17.3714","873","6","18.6191","1.2477","926","20.4583","REVIEW","Light-Cult-Crypto-Club-00230.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00230.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/230","Possible match. Review visually in review-gallery.html."
"RE-001828.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001828.jpg","99","00099","7","6.4795","20","10","8.6501","2.1706","68","9.3219","REVIEW","Light-Cult-Crypto-Club-00099.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00099.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/99","Possible match. Review visually in review-gallery.html."
"RE-001829.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001829.jpg","430","00430","13","28.3454","459","8","30.1517","1.8063","672","32.6963","REVIEW","Light-Cult-Crypto-Club-00430.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00430.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/430","Possible match. Review visually in review-gallery.html."
"RE-001830.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001830.jpg","267","00267","3","20.5189","138","5","22.4531","1.9342","244","23.2357","REVIEW","Light-Cult-Crypto-Club-00267.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00267.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/267","Possible match. Review visually in review-gallery.html."
"RE-001831.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001831.jpg","225","00225","4","17.1393","344","8","17.8792","0.7399","316","18.3226","REVIEW","Light-Cult-Crypto-Club-00225.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00225.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/225","Possible match. Review visually in review-gallery.html."
"RE-001832.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001832.jpg","981","00981","5","16.1663","913","13","21.3158","5.1495","571","22.3226","REVIEW","Light-Cult-Crypto-Club-00981.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00981.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/981","Possible match. Review visually in review-gallery.html."
"RE-001833.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001833.jpg","409","00409","6","13.609","416","8","14.5326","0.9236","636","14.8327","REVIEW","Light-Cult-Crypto-Club-00409.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00409.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/409","Possible match. Review visually in review-gallery.html."
"RE-001834.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001834.jpg","82","00082","10","13.3014","399","7","14.4697","1.1683","800","18.0876","REVIEW","Light-Cult-Crypto-Club-00082.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00082.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/82","Possible match. Review visually in review-gallery.html."
"RE-001835.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001835.jpg","781","00781","6","12.9873","786","11","17.596","4.6087","622","18.1751","REVIEW","Light-Cult-Crypto-Club-00781.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00781.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/781","Possible match. Review visually in review-gallery.html."
"RE-001836.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001836.jpg","697","00697","10","9.6488","416","4","16.3031","6.6543","447","17.7129","REVIEW","Light-Cult-Crypto-Club-00697.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00697.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/697","Possible match. Review visually in review-gallery.html."
"RE-001837.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001837.jpg","902","00902","3","8.7845","252","5","17.7077","8.9232","541","17.8887","REVIEW","Light-Cult-Crypto-Club-00902.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00902.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/902","Possible match. Review visually in review-gallery.html."
"RE-001838.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001838.jpg","976","00976","3","5.5514","111","4","9.9945","4.4431","325","11.9922","HIGH","Light-Cult-Crypto-Club-00976.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00976.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/976","Strong RGB visual match. Still review before renaming."
"RE-001839.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001839.jpg","114","00114","15","36.4014","922","17","95.5632","59.1618","56","97.6966","NO MATCH IN TEST SET","Light-Cult-Crypto-Club-00114.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00114.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/114","No close match among the reference range used in this test."
"RE-001840.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001840.jpg","768","00768","5","15.6527","918","3","18.0436","2.3909","641","18.5052","REVIEW","Light-Cult-Crypto-Club-00768.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00768.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/768","Possible match. Review visually in review-gallery.html."
"RE-001841.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001841.jpg","586","00586","11","29.4336","212","10","32.4938","3.0602","692","35.3395","REVIEW","Light-Cult-Crypto-Club-00586.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00586.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/586","Possible match. Review visually in review-gallery.html."
"RE-001842.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001842.jpg","741","00741","3","7.0146","120","9","12.5462","5.5316","422","13.0811","REVIEW","Light-Cult-Crypto-Club-00741.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00741.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/741","Possible match. Review visually in review-gallery.html."
"RE-001843.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001843.jpg","538","00538","5","1.9811","53","6","6.445","4.4639","872","9.374","HIGH","Light-Cult-Crypto-Club-00538.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00538.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/538","Strong RGB visual match. Still review before renaming."
"RE-001844.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001844.jpg","175","00175","5","16.0101","101","6","22.0387","6.0286","46","24.377","REVIEW","Light-Cult-Crypto-Club-00175.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00175.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/175","Possible match. Review visually in review-gallery.html."
"RE-001845.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001845.jpg","459","00459","15","21.5667","866","11","24.8958","3.3291","672","27.4486","NO MATCH IN TEST SET","Light-Cult-Crypto-Club-00459.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00459.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/459","No close match among the reference range used in this test."
"RE-001846.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001846.jpg","313","00313","9","24.6836","631","7","25.7087","1.0251","589","26.4079","REVIEW","Light-Cult-Crypto-Club-00313.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00313.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/313","Possible match. Review visually in review-gallery.html."
"RE-001847.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001847.jpg","46","00046","7","10.7933","493","7","12.6357","1.8424","731","13.944","REVIEW","Light-Cult-Crypto-Club-00046.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00046.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/46","Possible match. Review visually in review-gallery.html."
"RE-001848.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001848.jpg","992","00992","4","5.5534","423","5","6.3626","0.8092","160","8.0833","REVIEW","Light-Cult-Crypto-Club-00992.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00992.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/992","Possible match. Review visually in review-gallery.html."
"RE-001849.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001849.jpg","543","00543","8","14.7565","743","7","17.708","2.9515","359","18.0146","REVIEW","Light-Cult-Crypto-Club-00543.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00543.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/543","Possible match. Review visually in review-gallery.html."
"RE-001850.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001850.jpg","567","00567","10","20.7376","82","11","23.2852","2.5476","760","23.5485","REVIEW","Light-Cult-Crypto-Club-00567.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00567.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/567","Possible match. Review visually in review-gallery.html."
"RE-001851.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001851.jpg","213","00213","7","15.0039","255","10","15.498","0.4941","617","24.3135","REVIEW","Light-Cult-Crypto-Club-00213.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00213.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/213","Possible match. Review visually in review-gallery.html."
"RE-001852.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001852.jpg","142","00142","4","10.6322","431","6","12.764","2.1318","205","14.5804","REVIEW","Light-Cult-Crypto-Club-00142.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00142.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/142","Possible match. Review visually in review-gallery.html."
"RE-001853.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001853.jpg","278","00278","6","13.4805","253","8","16.1768","2.6963","416","16.4385","REVIEW","Light-Cult-Crypto-Club-00278.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00278.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/278","Possible match. Review visually in review-gallery.html."
"RE-001854.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001854.jpg","307","00307","2","0.4196","15","3","12.0153","11.5957","150","12.1325","HIGH","Light-Cult-Crypto-Club-00307.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00307.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/307","Strong RGB visual match. Still review before renaming."
"RE-001855.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001855.jpg","538","00538","10","8.3164","53","13","12.4899","4.1735","305","13.0378","REVIEW","Light-Cult-Crypto-Club-00538.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00538.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/538","Possible match. Review visually in review-gallery.html."
"RE-001856.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001856.jpg","514","00514","6","16.8053","703","8","19.9932","3.1879","222","20.1973","REVIEW","Light-Cult-Crypto-Club-00514.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00514.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/514","Possible match. Review visually in review-gallery.html."
"RE-001857.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001857.jpg","321","00321","7","23.5667","700","6","26.3109","2.7442","333","27.0758","REVIEW","Light-Cult-Crypto-Club-00321.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00321.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/321","Possible match. Review visually in review-gallery.html."
"RE-001858.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001858.jpg","550","00550","9","17.8464","11","15","23.8105","5.9641","459","24.443","REVIEW","Light-Cult-Crypto-Club-00550.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00550.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/550","Possible match. Review visually in review-gallery.html."
"RE-001859.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001859.jpg","993","00993","5","21.2952","911","6","21.6393","0.3441","940","23.0205","REVIEW","Light-Cult-Crypto-Club-00993.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00993.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/993","Possible match. Review visually in review-gallery.html."
"RE-001860.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001860.jpg","191","00191","2","16.9801","808","4","19.2799","2.2998","432","19.4525","REVIEW","Light-Cult-Crypto-Club-00191.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00191.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/191","Possible match. Review visually in review-gallery.html."
"RE-001861.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001861.jpg","917","00917","18","60.4795","639","20","60.974","0.4945","307","60.9821","NO MATCH IN TEST SET","Light-Cult-Crypto-Club-00917.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00917.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/917","No close match among the reference range used in this test."
"RE-001862.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001862.jpg","849","00849","1","0.5299","246","6","17.0111","16.4812","506","22.6178","HIGH","Light-Cult-Crypto-Club-00849.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00849.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/849","Strong RGB visual match. Still review before renaming."
"RE-001863.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001863.jpg","659","00659","15","43.7376","7","15","45.1592","1.4216","296","46.1637","NO MATCH IN TEST SET","Light-Cult-Crypto-Club-00659.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00659.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/659","No close match among the reference range used in this test."
"RE-001864.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001864.jpg","940","00940","2","12.6895","434","3","13.1234","0.4339","911","14.0758","REVIEW","Light-Cult-Crypto-Club-00940.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00940.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/940","Possible match. Review visually in review-gallery.html."
"RE-001865.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001865.jpg","576","00576","7","20.8773","995","5","21.0273","0.15","888","22.3571","REVIEW","Light-Cult-Crypto-Club-00576.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-162610\reference-images\Light-Cult-Crypto-Club-00576.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/576","Possible match. Review visually in review-gallery.html."
