"LocalFile","LocalPath","BestTokenID","BestTokenIDPadded","BestDistance","SecondBestTokenID","SecondBestDistance","Confidence","SuggestedFilename","ReferenceImagePath","MetadataName","OpenSeaURL","Notes"
"RE-001821.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001821.jpg","170","00170","1","177","3","REVIEW","Light-Cult-Crypto-Club-00170.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00170.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/170","Possible match. Review visually."
"RE-001822.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001822.jpg","794","00794","3","154","5","REVIEW","Light-Cult-Crypto-Club-00794.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00794.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/794","Possible match. Review visually."
"RE-001823.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001823.jpg","617","00617","0","937","0","REVIEW","Light-Cult-Crypto-Club-00617.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00617.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/617","Possible match. Review visually."
"RE-001824.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001824.jpg","840","00840","2","789","5","HIGH","Light-Cult-Crypto-Club-00840.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00840.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/840","Strong visual match. Still review before renaming."
"RE-001825.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001825.jpg","131","00131","5","685","5","REVIEW","Light-Cult-Crypto-Club-00131.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00131.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/131","Possible match. Review visually."
"RE-001826.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001826.jpg","650","00650","8","163","9","REVIEW","Light-Cult-Crypto-Club-00650.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00650.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/650","Possible match. Review visually."
"RE-001827.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001827.jpg","357","00357","2","8","2","REVIEW","Light-Cult-Crypto-Club-00357.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00357.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/357","Possible match. Review visually."
"RE-001828.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001828.jpg","836","00836","3","770","4","REVIEW","Light-Cult-Crypto-Club-00836.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00836.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/836","Possible match. Review visually."
"RE-001829.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001829.jpg","529","00529","7","459","8","REVIEW","Light-Cult-Crypto-Club-00529.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00529.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/529","Possible match. Review visually."
"RE-001830.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001830.jpg","267","00267","3","518","5","REVIEW","Light-Cult-Crypto-Club-00267.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00267.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/267","Possible match. Review visually."
"RE-001831.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001831.jpg","40","00040","4","702","4","REVIEW","Light-Cult-Crypto-Club-00040.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00040.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/40","Possible match. Review visually."
"RE-001832.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001832.jpg","981","00981","5","365","8","HIGH","Light-Cult-Crypto-Club-00981.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00981.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/981","Strong visual match. Still review before renaming."
"RE-001833.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001833.jpg","622","00622","2","747","2","REVIEW","Light-Cult-Crypto-Club-00622.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00622.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/622","Possible match. Review visually."
"RE-001834.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001834.jpg","567","00567","5","803","5","REVIEW","Light-Cult-Crypto-Club-00567.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00567.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/567","Possible match. Review visually."
"RE-001835.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001835.jpg","781","00781","6","737","7","REVIEW","Light-Cult-Crypto-Club-00781.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00781.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/781","Possible match. Review visually."
"RE-001836.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001836.jpg","881","00881","4","416","4","REVIEW","Light-Cult-Crypto-Club-00881.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00881.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/881","Possible match. Review visually."
"RE-001837.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001837.jpg","156","00156","3","155","3","REVIEW","Light-Cult-Crypto-Club-00156.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00156.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/156","Possible match. Review visually."
"RE-001838.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001838.jpg","991","00991","3","976","3","REVIEW","Light-Cult-Crypto-Club-00991.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00991.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/991","Possible match. Review visually."
"RE-001839.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001839.jpg","90","00090","13","56","14","REVIEW","Light-Cult-Crypto-Club-00090.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00090.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/90","Possible match. Review visually."
"RE-001840.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001840.jpg","132","00132","2","541","3","REVIEW","Light-Cult-Crypto-Club-00132.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00132.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/132","Possible match. Review visually."
"RE-001841.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001841.jpg","998","00998","5","235","7","REVIEW","Light-Cult-Crypto-Club-00998.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00998.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/998","Possible match. Review visually."
"RE-001842.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001842.jpg","741","00741","3","422","4","REVIEW","Light-Cult-Crypto-Club-00741.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00741.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/741","Possible match. Review visually."
"RE-001843.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001843.jpg","538","00538","5","101","6","REVIEW","Light-Cult-Crypto-Club-00538.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00538.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/538","Possible match. Review visually."
"RE-001844.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001844.jpg","823","00823","3","191","3","REVIEW","Light-Cult-Crypto-Club-00823.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00823.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/823","Possible match. Review visually."
"RE-001845.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001845.jpg","615","00615","8","425","8","REVIEW","Light-Cult-Crypto-Club-00615.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00615.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/615","Possible match. Review visually."
"RE-001846.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001846.jpg","863","00863","5","924","6","REVIEW","Light-Cult-Crypto-Club-00863.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00863.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/863","Possible match. Review visually."
"RE-001847.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001847.jpg","929","00929","2","424","2","REVIEW","Light-Cult-Crypto-Club-00929.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00929.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/929","Possible match. Review visually."
"RE-001848.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001848.jpg","538","00538","2","992","4","REVIEW","Light-Cult-Crypto-Club-00538.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00538.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/538","Possible match. Review visually."
"RE-001849.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001849.jpg","803","00803","3","559","7","HIGH","Light-Cult-Crypto-Club-00803.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00803.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/803","Strong visual match. Still review before renaming."
"RE-001850.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001850.jpg","967","00967","8","872","10","REVIEW","Light-Cult-Crypto-Club-00967.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00967.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/967","Possible match. Review visually."
"RE-001851.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001851.jpg","213","00213","7","70","7","REVIEW","Light-Cult-Crypto-Club-00213.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00213.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/213","Possible match. Review visually."
"RE-001852.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001852.jpg","616","00616","2","212","3","REVIEW","Light-Cult-Crypto-Club-00616.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00616.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/616","Possible match. Review visually."
"RE-001853.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001853.jpg","278","00278","6","803","6","REVIEW","Light-Cult-Crypto-Club-00278.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00278.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/278","Possible match. Review visually."
"RE-001854.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001854.jpg","307","00307","2","15","3","REVIEW","Light-Cult-Crypto-Club-00307.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00307.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/307","Possible match. Review visually."
"RE-001855.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001855.jpg","305","00305","5","47","8","HIGH","Light-Cult-Crypto-Club-00305.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00305.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/305","Strong visual match. Still review before renaming."
"RE-001856.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001856.jpg","722","00722","2","878","2","REVIEW","Light-Cult-Crypto-Club-00722.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00722.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/722","Possible match. Review visually."
"RE-001857.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001857.jpg","798","00798","4","296","5","REVIEW","Light-Cult-Crypto-Club-00798.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00798.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/798","Possible match. Review visually."
"RE-001858.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001858.jpg","853","00853","4","92","6","REVIEW","Light-Cult-Crypto-Club-00853.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00853.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/853","Possible match. Review visually."
"RE-001859.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001859.jpg","109","00109","2","404","3","REVIEW","Light-Cult-Crypto-Club-00109.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00109.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/109","Possible match. Review visually."
"RE-001860.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001860.jpg","966","00966","0","51","1","REVIEW","Light-Cult-Crypto-Club-00966.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00966.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/966","Possible match. Review visually."
"RE-001861.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001861.jpg","817","00817","16","557","16","NO MATCH IN TEST SET","Light-Cult-Crypto-Club-00817.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00817.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/817","No close match among the small reference set used in this test."
"RE-001862.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001862.jpg","849","00849","1","230","3","REVIEW","Light-Cult-Crypto-Club-00849.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00849.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/849","Possible match. Review visually."
"RE-001863.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001863.jpg","754","00754","13","279","14","REVIEW","Light-Cult-Crypto-Club-00754.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00754.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/754","Possible match. Review visually."
"RE-001864.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001864.jpg","937","00937","1","617","1","REVIEW","Light-Cult-Crypto-Club-00937.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00937.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/937","Possible match. Review visually."
"RE-001865.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001865.jpg","30","00030","1","83","3","REVIEW","Light-Cult-Crypto-Club-00030.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00030.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/30","Possible match. Review visually."
"RE-001866.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001866.jpg","863","00863","2","924","3","REVIEW","Light-Cult-Crypto-Club-00863.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00863.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/863","Possible match. Review visually."
"RE-001867.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001867.jpg","713","00713","2","675","2","REVIEW","Light-Cult-Crypto-Club-00713.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00713.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/713","Possible match. Review visually."
"RE-001868.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001868.jpg","112","00112","1","198","3","REVIEW","Light-Cult-Crypto-Club-00112.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00112.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/112","Possible match. Review visually."
"RE-001869.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001869.jpg","335","00335","3","390","4","REVIEW","Light-Cult-Crypto-Club-00335.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00335.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/335","Possible match. Review visually."
"RE-001870.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001870.jpg","998","00998","3","89","3","REVIEW","Light-Cult-Crypto-Club-00998.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00998.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/998","Possible match. Review visually."
"RE-001871.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001871.jpg","436","00436","10","694","11","REVIEW","Light-Cult-Crypto-Club-00436.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00436.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/436","Possible match. Review visually."
"RE-001872.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001872.jpg","4","00004","4","442","8","HIGH","Light-Cult-Crypto-Club-00004.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00004.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/4","Strong visual match. Still review before renaming."
"RE-001873.jpg","D:\github\ron-english-light-cult-0001-1000\images\0001-0100\RE-001873.jpg","570","00570","2","661","3","REVIEW","Light-Cult-Crypto-Club-00570.jpg","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-150810\reference-images\Light-Cult-Crypto-Club-00570.png","","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/570","Possible match. Review visually."
